sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image
26Ki,,Default,simple,Default Category/Kitchen Tiles/Ceramic,base,MultiColour Modular Slate Tile,"With its natural colour variations and tactile appeal, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home. Achieve an elegant rustic look with this multicoloured rectangular brushed tile.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.
Product Colour:             Multicoloured
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
",,7.4,1,Taxable Goods,"Catalog, Search",11,,,,MultiColour-Modular-Slate-Tile,MultiColour Modular Slate Tile,Piscola MultiColour/ Piscola Modular/Piscola Slate /Piscola Kitchen Tiles,"With its natural colour variations and tactile appeal, an elegant rustic look with this multicoloured rectangular brushed tile, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=25",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_3.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_3.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_3.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_1.jpg "
27Ki,,Default,simple,Default Category/Kitchen Tiles/Ceramic,base,Grey Modular Slate Tile,"With its natural colour variations and tactile appeal, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home. Achieve an elegant rustic look with this multicoloured rectangular brushed tile.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.Product Colour:             Multicoloured
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
",,7.4,1,Taxable Goods,"Catalog, Search",11,,,,Grey-Modular-Slate-Tile,Grey Modular Slate Tile,Piscola Grey Modular/ Piscola Modula/ Piscola Slate/ Piscola Kitchen Tiles,"With its natural colour variations and tactile appeal, an elegant rustic look with this multicoloured rectangular brushed tile, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=26",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637104_piscola_grey_modular_slate_tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/i/piscola-multicoloured-modular-slate_v1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637104_piscola_grey_modular_slate_tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/i/piscola-multicoloured-modular-slate_v1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637104_piscola_grey_modular_slate_tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/i/piscola-multicoloured-modular-slate_v1.jpg "
28Ba,,Default,simple,Default Category/Bathroom Tiles/Mosaic,base,Darlington Black/White Tile,"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. Its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.
Product Colour:                   Patterned
Tile Surface:                         Floor
Tile Size:                               38cm x 38cm Mosaic
Tile Depth (cm):                   0.83
",,2.6,1,Taxable Goods,"Catalog, Search",9,,,,Darlington-Black-White-Tile,Darlington Black/White Tile,Victorian Flooring Darlington/Victorian Flooring Black/Victorian Flooring White/Victorian Flooring Bathroom Tiles,Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern.,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=27",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126-r1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126-r1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126-r1.jpg "
29Ba,,Default,simple,Default Category/Bathroom Tiles/Mosaic,base,Darlington Blue Tile,"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. Its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.Product Colour:                   Patterned
Tile Surface:                         Floor
Tile Size:                               38cm x 38cm Mosaic
Tile Depth (cm):                   0.83",,2.6,1,Taxable Goods,"Catalog, Search",9,,,,Darlington-Blue-Tile,Darlington Blue Tile,Victorian Flooring Darlington/Victorian Flooring Blue/Victorian Flooring Mosaic/Victorian Flooring Bathroom Tiles,Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern.,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=28",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127_2.jpg "
30Ba,,Default,simple,Default Category/Bathroom Tiles/Mosaic,base,Cubis Vanilla Grey Polished Mosaic Tile,"Exclusive to Topps Tiles, these Regal® Cubis mosaic tiles can be teamed with coordinating grout, trims and thresholds to create a striking geometric effect. This polished porcelain design comes in a neutral cream shade and can be laid on the walls and floors for a seamless interior feel.
Product Colour:          Cream
Tile Surface:                Floor, Wall
Tile Size:                      34cm x 29.4cm Rectangular
Tile Depth (cm):          0.94
",,1.9,1,Taxable Goods,"Catalog, Search",8,,,,Regal-Cubis-Vanilla-Grey-Polished-Mosaic-Tile,Cubis Vanilla Grey Polished Mosaic Tile,Regal Cubis Vanilla Grey / Regal Cubis Mosaic/ RegalCubis Polished /Regal Mosaic/ Regal Cubis Bathroom Tiles,"These Regal Cubis mosaic tiles can be teamed with coordinating grout, trims and thresholds to create a striking geometric effect. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=29",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/7/1/714339.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631703_regal-cubis-mosaic-polished-tile_bathroom_wall_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/1/714339.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631703_regal-cubis-mosaic-polished-tile_bathroom_wall_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/1/714339.jpg , https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631703_regal-cubis-mosaic-polished-tile_bathroom_wall_2.jpg "
31Ba,,Default,simple,Default Category/Bathroom Tiles/Mosaic,base,Vanilla Polished Tile,"The Regal® range includes a varied palette of subtle neutral designs as well as a variety of textural effects, alongside coordinating trims, thresholds and grouts, for a coordinated look. Use them on both your floors walls and floors, to create a striking design scheme. This rectangular cream coloured tile is made of elegant porcelain with a matt finish. These tiles do not require any sealing.
Product Colour:          Cream
Tile Surface:                Floor, Wall
Tile Size:                      60cm x 29.7cm Rectangular
Tile Depth (cm):          0.95
",,3.5,1,Taxable Goods,"Catalog, Search",8,,,,Vanilla-Polished-Tile,Vanilla Polished Tile,Regal Vanilla/Regal Polished /Regal Mosaic/Regar Bathroom Tiles,"The Regal range includes a varied palette of subtle neutral designs and variety of textural effects, coordinating trims, thresholds and grouts. This rectangular cream coloured tile is made of elegant porcelain with a matt finish. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=30",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/7/0/708636_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/811627_regal-vanilla-polished-tile_bathroom_wall_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/708636_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/811627_regal-vanilla-polished-tile_bathroom_wall_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/708636_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/811627_regal-vanilla-polished-tile_bathroom_wall_2.jpg "
32Ba,,Default,simple,Default Category/Bathroom Tiles/Granite,base,Grande Marble Effect Premiere White Porcelain Panel,"Due to the nature of the order and varying delivery charges, you will need to contact our Contracts Sales team to place your order and obtain a delivery quote. You can do this by clicking on the ‘Email us to place your order’ button. Please ensure you include the correct delivery address, any delivery restrictions in your areas and as many available dates for delivery as possible. Please note we do require your tradesperson to be available on-site for delivery.
Product Colour:          White
Tile Surface:                Floor, Wall
Tile Size:                      100cm x 100cm Panel
Tile Depth (cm):          0.6
",,20.18,1,Taxable Goods,"Catalog, Search",18,,,,Grande-Marble-Effect-Pre-White-Porcelain-Panel,Grande Marble Effect Premiere White Porcelain Panel, Matt Grande/Matt Marble/ Matt Premiere/Matt White/Matt Porcelain/Matt Granite /Matt Bathroom Tiles,"This bold marble creates a statement for shower panel walls, the polished marble design stands out due to its anthracite-coloured veins, delicate touches of blue and warmer hints of beige that contrast harmoniously with its dazzling white base. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=31",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/g/r/grande-marble-premiere-white-square.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/r/premier-white_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/g/r/grande-marble-premiere-white-square.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/r/premier-white_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/g/r/grande-marble-premiere-white-square.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/p/r/premier-white_2.jpg "
33Ba,,Default,simple,Default Category/Bathroom Tiles/Granite,base,Grande Stone Effect Lucca Grey Porcelain Panel,"Due to the nature of the order and varying delivery charges, you will need to contact our Contracts Sales team to place your order and obtain a delivery quote. You can do this by clicking on the ‘Email us to place your order’ button. Please ensure you include the correct delivery address, any delivery restrictions in your areas and as many available dates for delivery as possible. Please note we do require your tradesperson to be available on-site for delivery.
Product Colour:          Grey
Tile Surface:                Floor, Wall
Tile Size:                      100cm x 100cm Panel
Tile Depth (cm):          0.6
",,13.8,1,Taxable Goods,"Catalog, Search",18,,,,Grande-Stone-Effect-Lucca-Grey-Porcelain-Panel,Grande Stone Effect Lucca Grey Porcelain Panel,Matt Grande/Matt Stone/Matt Lucca/Matt Grey/Matt Porcelain/Matt Granite/Matt Bathroom Tiles,"This grey marble has been inspired by the elegant marble found in the Lucca region of Tuscany, Italy. Its delicate white veins provide a pop of colour against the soft grey base, texture and print come together in perfect synchronicity.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=32",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,https://www.toppstiles.co.uk/static/media/catalog/product/7/1/717077.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/7/1/717077.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/7/1/717077.jpg 
34Ba,,Default,simple,Default Category/Bathroom Tiles/Granite,base,Graphite Tile,"This dark tile is inspired by the state park of the same name in Colorado. Renowned for its rushing waterfalls and stately rock formations, the park also features outcrops of riven slate, moulded and weathered by water. The surface of the Staunton™ tile is reminiscent of the way water flows over rock, while the variations in the pattern are designed to reproduce the appearance of natural stone. Use these rectangular tiles to create a rustic aesthetic, or mix them with metallic hints and geometric mosaics for a luxe modern look.
Product Colour:          Black
Tile Surface:                Floor, Wall
Tile Size:                      60.5cm x 30.5cm Rectangular
Tile Depth (cm):          0.95
",,3.63,1,Taxable Goods,"Catalog, Search",15,,,,Matt-Graphite-Tile,Graphite Tile,Matt Graphite/Matt Bathroom Tiles,"This dark tile is inspired by the state park of the same name in Colorado. Use these rectangular tiles to create a rustic aesthetic, or mix them with metallic hints and geometric mosaics for a luxe modern look.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=33",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_bathroom_wall_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_bathroom_wall_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_bathroom_wall_1.jpg "
35Ba,,Default,simple,Default Category/Bathroom Tiles/Granite,base,Putty Tile,"Known for its spectacular rock and waterfall displays, Colorado's Staunton state park has inspired the Staunton™ putty tile. This matt beige design resembles riven slate that's been shaped and weathered by the park's rivers. Thanks to its distinct pattern, this tile gives the illusion of movement. Its authentic stone effect is enhanced by the significant variation in the porcelain design. Use the Staunton™ range for a rustic interior and exterior feel, or mix with metallic and mosaic styles for a more modern look.
Product Colour:          Beige
Tile Surface:                Floor, Wall
Tile Size:                      60.5cm x 30.5cm Rectangular
Tile Depth (cm):          0.95
",,3.5,1,Taxable Goods,"Catalog, Search",15,,,,Putty-Tile,Putty Tile,Matt Putty/Matt Granite/Matt Bathroom Tiles,"Use the Staunton range for a rustic interior and exterior feel, or mix with metallic and mosaic styles for a more modern look.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=34",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634931_staunton-putty-tile_3.jpg ,https://www.toppstiles.co.uk/static/uploads/2019/05/BTC_Staunton.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634931_staunton-putty-tile_3.jpg ,https://www.toppstiles.co.uk/static/uploads/2019/05/BTC_Staunton.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634931_staunton-putty-tile_3.jpg ,https://www.toppstiles.co.uk/static/uploads/2019/05/BTC_Staunton.jpg "
36Ou,,Default,simple,Default Category/Outdoor Tiles/Porcelain,base,Grosvenor™ Black/White Border Tile,"Drawing inspiration from the opulent Grosvenor House Hotel in London, the Grosvenor™ tile range is imbued with the same timeless styling and luxurious aesthetic. Use these rectangular border tiles with coordinating corner and central tiles to give your individual tile arrangement the perfect finishing touch.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used. For more information on fitting please visit our knowledge base or contact your local store.
Product Code: 630370
Product Colour:Black, White
Tile Surface: Floor, Wall
Tile Size: 33cm x 11cm Rectangular
Tile Depth (cm): 0.83",Grosvenor™,0.68,1,Taxable Goods,"Catalog, Search",7,,,,Grosvenor-Black-White-Border-Tile,Grosvenor™ Black/White Border Tile,Grosvenor Black/ Grosvenor White/ Grosvenor Border / Grosvenor Porcelain/ Grosvenor Outdoor Tiles,"Drawing inspiration from the opulent Grosvenor House Hotel in London, the Grosvenor tile range is imbued with the same timeless styling and luxurious aesthetic. Use these rectangular border tiles with coordinating corner to give individual tile arrangement the perfect touch.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=35",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_bathroom_floor_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_2.jpg","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_bathroom_floor_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_2.jpg","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_bathroom_floor_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630366_grosvenor-black-white-tile_2.jpg"
37Ou,,Default,simple,Default Category/Outdoor Tiles/Porcelain,base,Grosvenor™ Black/White Corner Tile,"London's Grosvenor House Hotel is known for its luxurious aesthetic and timeless styling, especially that of the Great Room, that was famously used for the world’s oldest charitable ball, the Royal Caledonian Ball. Bring a touch of the same classic opulence to your home décor with the Grosvenor™ black and white tile range. These square corner tiles coordinate perfectly with border and central tiles to provide a professional finishing touch to your tiling project.
Product Code: 630371
Product Colour: Black, White, Patterned, Multicoloured
Tile Surface: Floor, Wall
Tile Size: 11cm x 11cm Square
Tile Depth (cm): 0.83",Grosvenor™,0.21,1,Taxable Goods,"Catalog, Search",9,,,,Grosvenor-Black-White-Corner-Tile,Grosvenor™ Black/White Corner Tile,Grosvenor Black/ Grosvenor White/ Grosvenor Corner / Grosvenor Porcelain/ Grosvenor Outdoor Tiles,Bring a touch of the same classic opulence to your home decor with the Grosvenor™ black and white tile range. These square corner tiles coordinate perfectly with border and central tiles to provide a professional finishing touch to your tiling project.,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=36",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_bathroom_floor_1.jpg","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_bathroom_floor_1.jpg","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/630371_grosvenor-corner-black-white-tile_bathroom_floor_1.jpg"
38Ou,,Default,simple,Default Category/Outdoor Tiles/Porcelain,base,Victorian Flooring™ Diamond Corner Tile,"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. From exquisite floor tiles to intricate border and corner pieces, its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.

The diamond border and corner pieces provide a classic touch to your Victorian Flooring, creating beautifully detailed edging to equal your statement floor.
Product Code: 690137
Product Colour: Patterned
Tile Surface: Floor
Tile Size: 9.3cm x 9.3cm Corner
Tile Depth (cm): 0.83",,0.2,1,Taxable Goods,"Catalog, Search",12,,,,Victorian-Flooring-Diamond-Corner-Tile,Victorian Flooring™ Diamond Corner Tile,Victorian Flooring Diamond/ Victorian Flooring Corner /Victorian Flooring Porcelain/ Victorian Flooring Outdoor Tiles,"The diamond border and corner pieces provide a classic touch to your Victorian Flooring, creating beautifully detailed edging to equal your statement floor.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=37",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690137.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/d/i/diamond_corner1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690137.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/d/i/diamond_corner1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690137.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/d/i/diamond_corner1.jpg "
39Ou,,Default,simple,Default Category/Outdoor Tiles/Porcelain,base,Victorian Flooring™ Triple Strip Corner Tile,"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. From exquisite floor tiles to intricate border and corner pieces, its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.

The triple strip border and corner pieces provides the perfect finishing touch without taking the attention away from your intricately patterned floor design.
Product Code: 690139
Product Colour: Patterned
Tile Surface: Floor
Tile Size: 9.3cm x 9.3cm Corner
Tile Depth (cm): 0.83",,0.2,1,Taxable Goods,"Catalog, Search",12,,,,Victorian-Flooring-Triple-Strip-Corner-Tile,Victorian Flooring™ Triple Strip Corner Tile,Victorian Flooring Triple Strip/ Victorian Flooring Corner /Victorian Flooring Porcelain/ Victorian Flooring Outdoor Tiles,"Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern.

",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=38",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690139.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/t/r/triple-border-1_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690139.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/t/r/triple-border-1_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690139.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/t/r/triple-border-1_2.jpg "
40Ou,,Default,simple,Default Category/Outdoor Tiles/Porcelain,base,Victorian Flooring™ Diamond Border Tile,"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. From exquisite floor tiles to intricate border and corner pieces, its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.

The diamond border and corner pieces provide a classic touch to your Victorian Flooring, creating beautifully detailed edging to equal your statement floor
Product Code: 690136
Product Colour: Patterned
Tile Surface: Floor
Tile Size: 28.5cm x 9.3cm Border
Tile Depth (cm): 0.83",,0.47,1,Taxable Goods,"Catalog, Search",14,,,,Victorian-Flooring-Diamond-Border-Tile,Victorian Flooring™ Diamond Border Tile,Victorian Flooring Diamond/ Victorian Flooring Border /Victorian Flooring Porcelain/ Victorian Flooring Outdoor Tiles,"The diamond border and corner pieces provide a classic touch to your Victorian Flooring, creating beautifully detailed edging to equal your statement floor",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=39",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690136.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690132_2_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690136.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690132_2_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690136.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690132_2_1.jpg "
